6404.693614561989, 1758.2271181291662
6685.873127196728, 1863.9136994560558
6987.85000355496, 1979.909100065889
6978.071423654826, 1854.1303430612015
7258.2765041064795, 2115.8312523985387
7257.54676365068, 1916.7163566017625
7556.208507347736, 2252.963179269671
7563.20324321744, 2035.1754723662652
7465.598058157899, 1982.2954408688192
7842.46214973124, 2393.097956266857
7829.952548553287, 2169.290947595043
7811.433754940479, 2023.2704902079522
8122.478525935041, 2528.7007443442235
8116.258035734711, 2323.571948024244
7999.005817512909, 2225.7369606316697
8115.391015962034, 2086.9994100509657
8393.666404840002, 2661.5194076359094
8418.319425856525, 2524.260905200583
8402.134568050764, 2360.8095494742192
8401.317511164347, 2137.8697418947386
8675.18862737222, 2797.654616066133
8699.194943712322, 2614.503557205686
8688.172803611238, 2442.1690361873116
8570.946847932215, 2351.499971181219
8687.209843709388, 2179.4185486829238
8955.9446591474, 2939.6736593815267
8978.286519632882, 2749.5727475755593
8985.397743639765, 2622.6349762746704
8973.896031002785, 2437.5762939503347
8973.104311420511, 2221.549950787082
9242.176761332363, 3073.9310393479964
9261.233823535504, 2873.5291830905107
9276.361323374636, 2748.472865065135
9237.924079879647, 2588.5887037103867
9233.76467468223, 2466.2135481067135
9258.957499254095, 2252.417843449074
9541.018386981814, 3217.3734082113197
9527.333333721894, 3027.227794780654
9550.857915407572, 2842.8785872450353
9543.934646238318, 2634.904886080948
9534.108997456617, 2513.403429785376
9544.854956197729, 2295.364878995596
9824.809519236502, 3328.059540457086
9807.651766638584, 3122.9733494790607
9800.582053818896, 2965.9111681381064
9843.235827693554, 2791.2349765888366
9831.69658358171, 2595.9355632659326
9830.722236127438, 2330.0779007430156
10108.29848636704, 3459.9211204589938
10075.266757268308, 3240.1601749715674
10129.772375430879, 3008.562500128386
10132.653980744213, 2761.1860747484125
10078.553216759887, 2618.0717281373863
10116.598626099087, 2367.27666250526
10380.7678738477, 3569.364455534397
10379.960401484574, 3349.039853595513
10262.691244278543, 3246.582943362874
10404.969103568184, 3085.0050128570265
10423.17934195844, 2856.050883021456
10396.406020006403, 2681.5531811889723
10402.471315116198, 2403.4655923864802
10638.070145586942, 3731.6120696171292
10698.181726488387, 3548.872261220986
10639.801943805998, 3370.2823086341305
10690.954315837684, 3151.8967158900905
10691.324186537136, 2879.7744814412517
10689.346678124235, 2713.241282649211
10688.395390463622, 2453.6756495388154
10925.609438068737, 3861.2049066304544
10964.518221338909, 3646.0742101075857
10932.342759031211, 3453.9576444093345
10987.715236829003, 3205.7517472536674
10989.894292433459, 2973.4082191974194
10955.486781851554, 2785.364656930751
10974.330711019065, 2506.954042021948
11203.591053651398, 3997.8270386805125
11251.695737378945, 3765.685365777609
11246.645324764087, 3568.9505157443527
11172.758812006037, 3490.694956111971
11279.481275692615, 3246.7818624068104
11251.234747957495, 3014.503653073869
11257.29332196381, 2839.543974022874
11260.278557882175, 2563.6503270254634
11491.791221514337, 4123.866901277248
11517.543038344751, 3850.5668901372583
11561.074908872197, 3634.2222361566564
11445.816661247283, 3574.1822374978465
11559.692149900478, 3341.3055957522292
11547.956132753518, 3092.3152542760854
11537.288818527944, 2907.753848817978
11546.295441781853, 2639.1838605788134
11784.169454987696, 4226.78944586932
11794.529565494176, 4003.701498433753
11821.176473752272, 3810.7927255063223
11744.890085723026, 3668.367209314827
11848.640272828314, 3389.734221145127
11822.389872819198, 3157.4554061317094
11833.270303529194, 2976.1084925659434
11832.378800518807, 2732.8555283028263
12070.367400970914, 4351.7270622172855
12078.372636808328, 4130.44363514261
12109.556215469747, 3940.3957390481373
12056.98793431838, 3772.440414850993
12131.81598612229, 3516.948475271108
12121.459119569887, 3271.225127867495
12126.51614805199, 3091.0688845227687
12134.51833568564, 2954.8669191911413
12079.522929573144, 2833.436996527128
12354.639427150436, 4491.189443582216
12368.324744481824, 4259.512001403546
12382.791641181533, 4072.3360288239182
12382.114744261273, 3887.6398691527893
12421.051501491962, 3607.4462948738965
12406.099064832148, 3344.0952156537223
12394.537152373761, 3142.6105820595585
12391.84473065485, 2998.6172376241284
12551.426602168036, 3128.663993750987
12640.863320485254, 4623.206980150974
12650.808314036049, 4391.174560559531
12648.729729857669, 4181.989628430203
12668.269702234093, 4000.8478998058063
12707.199282021884, 3718.6959089647544
12689.470144573763, 3443.790379534532
12712.253124518818, 3243.9307293873126
12639.182334733243, 3151.9897481264106
12927.090569081052, 4756.140023644834
12935.882385242016, 4506.846713648456
12923.927489991913, 4298.090605771775
12975.832902902886, 4156.307816934611
12954.052607517562, 4012.538696650311
12959.82840969308, 3816.5481165108677
12973.74449696054, 3586.4713383801954
12969.819817687467, 3407.7699574730877
12847.631278504123, 3326.0702743351485
13213.349692656177, 4897.770382927168
13227.004766037873, 4657.840663048614
13206.647036915043, 4418.9672379111325
13238.89245569728, 4273.1837578884615
13251.045525529984, 3982.0324840553803
13236.852272050675, 3755.4492411168067
13276.166896218261, 3542.0114732724587
13133.803165293715, 3443.8974535648185
13499.607138600812, 5038.942988746949
13513.25046856907, 4795.808994630537
13503.773925372383, 4572.6791064326935
13510.346784706455, 4121.64874274847
13509.496621222694, 4362.198086128714
13508.406550187736, 3896.0063742608563
13554.747124773052, 3714.7518283577983
13539.297014178219, 3598.906563569698
13777.579799938267, 5178.314446226366
13762.73993945376, 4945.680580554756
13806.4155580605, 4712.30593552933
13750.14279850004, 4546.105479398437
13780.960252199524, 4080.180133048858
13822.388992033917, 4319.583489944575
13871.375647513658, 3873.745530076967
13839.63006941605, 3717.143197421062
13731.88346823572, 3614.1098431842493
